recode_id,PUBCHEM_SUBSTANCE_URL,LIPID_MAPS_CMPD_URL,LM_ID,COMMON_NAME,CATEGORY,MAIN_CLASS,SUB_CLASS,CHEBI_ID,INCHI_KEY,INCHI,STATUS,SYSTEMATIC_NAME,SYNONYMS,EXACT_MASS,FORMULA,LIPIDBANK_ID,PUBCHEM_SID,PUBCHEM_CID,KEGG_ID,HMDBID
LMST03020253,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=14715197,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020253,LMST03020253,,Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,OKWXSBKIQMWBRN-HLSOVJLGSA-N,"InChI=1S/C27H44O3/c1-18(2)8-6-9-20(4)24-13-14-25-21(10-7-15-27(24,25)5)16-26(30-29)23-17-22(28)12-11-19(23)3/h16-18,20,22,24-26,28-29H,3,6-15H2,1-2,4-5H3/b21-16+/t20-,22+,24-,25+,26+,27-/m1/s1",Active,"(7E)-(3S,6S)-6-hydroperoxy-9,10-seco-4,7,10(19)-cholestatrien-3-ol",,416.329046,C27H44O3,VVD0280,14715197,9547435,,
LMST03020254,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=7850820,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020254,LMST03020254,"1alpha,18-dihydroxyvitamin D3 / 1alpha,18-dihydroxycholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,VCIZCIQUIKJJNV-LZKAOUBJSA-N,"InChI=1S/C27H44O3/c1-18(2)7-5-8-19(3)24-12-13-25-21(9-6-14-27(24,25)17-28)10-11-22-15-23(29)16-26(30)20(22)4/h10-11,18-19,23-26,28-30H,4-9,12-17H2,1-3H3/b21-10+,22-11-/t19-,23-,24-,25+,26+,27+/m1/s1",Active,"(5Z,7E)-(1S,3R)-9,10-seco-5,7,10(19)-cholestatriene-1,3,18-triol",,416.329046,C27H44O3,VVD0281,7850820,5283733,,
LMST03020255,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=14715198,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020255,LMST03020255,"22-ethyl-1alpha,22-dihydroxy-25,26,27-trinorvitamin D3 / 22-ethyl-1alpha,22-dihydroxy-25,26,27-trinorcholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,FRMUDWLFLJYYHY-MCXHBHPASA-N,"InChI=1S/C26H42O3/c1-6-26(29,7-2)18(4)22-12-13-23-19(9-8-14-25(22,23)5)10-11-20-15-21(27)16-24(28)17(20)3/h10-11,18,21-24,27-29H,3,6-9,12-16H2,1-2,4-5H3/b19-10+,20-11-/t18-,21+,22+,23-,24-,25+/m0/s1",Active,"(5Z,7E)-(1S,3R)-22-ethyl-9,10-seco-5,7,10(19)-cholatriene-1,3,22-triol",,402.313396,C26H42O3,VVD0282,14715198,9547436,,
LMST03020256,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=7850821,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020256,LMST03020256,"(24R)-1alpha,24-dihydroxyvitamin D3 / (24R)-1alpha,24-dihydroxycholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,BJYLYJCXYAMOFT-RSFVBTMBSA-N,"InChI=1S/C27H44O3/c1-17(2)25(29)13-8-18(3)23-11-12-24-20(7-6-14-27(23,24)5)9-10-21-15-22(28)16-26(30)19(21)4/h9-10,17-18,22-26,28-30H,4,6-8,11-16H2,1-3,5H3/b20-9+,21-10-/t18-,22-,23-,24+,25-,26+,27-/m1/s1",Active,"(5Z,7E)-(1S,3R,24R)-9,10-seco-5,7,10(19)-cholestatriene-1,3,24-triol",,416.329046,C27H44O3,VVD0283,7850821,5283734,,
LMST03020257,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=7850822,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020257,LMST03020257,"(24S)-1alpha,24-dihydroxyvitamin D3 / (24S)-1alpha,24-dihydroxycholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,BJYLYJCXYAMOFT-SEZLTJOTSA-N,"InChI=1S/C27H44O3/c1-17(2)25(29)13-8-18(3)23-11-12-24-20(7-6-14-27(23,24)5)9-10-21-15-22(28)16-26(30)19(21)4/h9-10,17-18,22-26,28-30H,4,6-8,11-16H2,1-3,5H3/b20-9+,21-10-/t18-,22-,23-,24+,25+,26+,27-/m1/s1",Active,"(5Z,7E)-(1S,3R,24S)-9,10-seco-5,7,10(19)-cholestatriene-1,3,24-triol",,416.329046,C27H44O3,VVD0284,7850822,5283735,,
LMST03020258,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=7850823,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020258,LMST03020258,"1alpha,25-dihydroxyvitamin D3 / 1alpha,25-dihydroxycholecalciferol / calcitriol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],17823,GMRQFYUYWCNGIN-NKMMMXOESA-N,"InChI=1S/C27H44O3/c1-18(8-6-14-26(3,4)30)23-12-13-24-20(9-7-15-27(23,24)5)10-11-21-16-22(28)17-25(29)19(21)2/h10-11,18,22-25,28-30H,2,6-9,12-17H2,1,3-5H3/b20-10+,21-11-/t18-,22-,23-,24+,25+,27-/m1/s1",Active,"(5Z,7E)-(1S,3R)-9,10-seco-5,7,10(19)-cholestatriene-1,3,25-triol",,416.329046,C27H44O3,VVD0285,7850823,5280453,C01673,HMDB01903
LMST03020259,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=7850824,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020259,LMST03020259,"1alpha,25-dihydroxy-3-epivitamin D3 / 1alpha,25-dihydroxy-3-epicholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,GMRQFYUYWCNGIN-GNVXBELXSA-N,"InChI=1S/C27H44O3/c1-18(8-6-14-26(3,4)30)23-12-13-24-20(9-7-15-27(23,24)5)10-11-21-16-22(28)17-25(29)19(21)2/h10-11,18,22-25,28-30H,2,6-9,12-17H2,1,3-5H3/b20-10+,21-11-/t18-,22+,23-,24+,25+,27-/m1/s1",Active,"(5Z,7E)-(1S,3S)-9,10-seco-5,7,10(19)-cholestatriene-1,3,25-triol",,416.329046,C27H44O3,VVD0286,7850824,5283736,,
LMST03020260,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=7850825,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020260,LMST03020260,"1alpha,25-dihydroxy-14-epivitamin D3 / 1alpha,25-dihydroxy-14-epicholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,GMRQFYUYWCNGIN-QSWBGIMISA-N,"InChI=1S/C27H44O3/c1-18(8-6-14-26(3,4)30)23-12-13-24-20(9-7-15-27(23,24)5)10-11-21-16-22(28)17-25(29)19(21)2/h10-11,18,22-25,28-30H,2,6-9,12-17H2,1,3-5H3/b20-10+,21-11-/t18-,22-,23-,24-,25+,27-/m1/s1",Active,"(5Z,7E)-(1S,3R,14R)-9,10-seco-5,7,10(19)-cholestatriene-1,3,25-triol",,416.329046,C27H44O3,VVD0287,7850825,5283737,,
LMST03020261,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=7850826,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020261,LMST03020261,"1alpha,25-dihydroxy-14-epiprevitamin D3 / 1alpha,25-dihydroxy-14-epiprecholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,DOIZGAFWGREMOD-FTNBFKHKSA-N,"InChI=1S/C27H44O3/c1-18(8-6-14-26(3,4)30)23-12-13-24-20(9-7-15-27(23,24)5)10-11-21-16-22(28)17-25(29)19(21)2/h9-11,18,22-25,28-30H,6-8,12-17H2,1-5H3/b11-10-/t18-,22-,23-,24-,25+,27-/m1/s1",Active,"(6Z)-(1S,3R,14R)-9,10-seco-5(10),6,8-cholestatriene-1,3,25-triol",,416.329046,C27H44O3,VVD0288,7850826,5283738,,
LMST03020262,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=7850827,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020262,LMST03020262,"1alpha,25-dihydroxy-20-epivitamin D3 / 1alpha,25-dihydroxy-20-epicholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,GMRQFYUYWCNGIN-WJBPREEXSA-N,"InChI=1S/C27H44O3/c1-18(8-6-14-26(3,4)30)23-12-13-24-20(9-7-15-27(23,24)5)10-11-21-16-22(28)17-25(29)19(21)2/h10-11,18,22-25,28-30H,2,6-9,12-17H2,1,3-5H3/b20-10+,21-11-/t18-,22+,23+,24-,25-,27+/m0/s1",Active,"(5Z,7E)-(1S,3R,20S)-9,10-seco-5,7,10(19)-cholestatriene-1,3,25-triol",,416.329046,C27H44O3,VVD0289,7850827,5283739,,
LMST03020263,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=14715199,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020263,LMST03020263,"1alpha,25-dihydroxy-24a-homo-22-thiavitamin D3 / 1alpha,25-dihydroxy-24a-homo-22-thiacholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,KGKMGJWJMWAPLE-MWQBTWHKSA-N,"InChI=1S/C27H44O3S/c1-18-21(16-22(28)17-25(18)29)10-9-20-8-6-14-27(5)23(11-12-24(20)27)19(2)31-15-7-13-26(3,4)30/h9-10,19,22-25,28-30H,1,6-8,11-17H2,2-5H3/b20-9+,21-10-/t19-,22+,23+,24-,25-,27+/m0/s1",Active,"(5Z,7E)-(1S,3R)-24a-homo-9,10-seco-22-thia-5,7,10(19)-cholestatriene-1,3,25-triol",,448.301118,C27H44O3S,VVD0290,14715199,9547437,,
LMST03020264,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=14715200,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020264,LMST03020264,"1alpha,25-dihydroxy-24a-homo-22-thia-20-epivitamin D3 / 1alpha,25-dihydroxy-24a-homo-22-thia-20-epicholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,KGKMGJWJMWAPLE-DUVANUTGSA-N,"InChI=1S/C27H44O3S/c1-18-21(16-22(28)17-25(18)29)10-9-20-8-6-14-27(5)23(11-12-24(20)27)19(2)31-15-7-13-26(3,4)30/h9-10,19,22-25,28-30H,1,6-8,11-17H2,2-5H3/b20-9+,21-10-/t19-,22-,23-,24+,25+,27-/m1/s1",Active,"(5Z,7E)-(1S,3R,20R)-24a-homo-9,10-seco-22-thia-5,7,10(19)-cholestatriene-1,3,25-triol",,448.301118,C27H44O3S,VVD0291,14715200,9547438,,
LMST03020265,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=7850828,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020265,LMST03020265,"(5E)-1alpha,25-dihydroxyvitamin D3 / (5E)-1alpha,25-dihydroxycholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,GMRQFYUYWCNGIN-DRQJEBLXSA-N,"InChI=1S/C27H44O3/c1-18(8-6-14-26(3,4)30)23-12-13-24-20(9-7-15-27(23,24)5)10-11-21-16-22(28)17-25(29)19(21)2/h10-11,18,22-25,28-30H,2,6-9,12-17H2,1,3-5H3/b20-10+,21-11+/t18-,22-,23-,24+,25+,27-/m1/s1",Active,"(5E,7E)-(1S,3R)-9,10-seco-5,7,10(19)-cholestatriene-1,3,25-triol",,416.329046,C27H44O3,VVD0292,7850828,5283740,,
LMST03020266,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=7850829,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020266,LMST03020266,"1beta,25-dihydroxyvitamin D3 / 1beta,25-dihydroxycholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,GMRQFYUYWCNGIN-PEJFXWBPSA-N,"InChI=1S/C27H44O3/c1-18(8-6-14-26(3,4)30)23-12-13-24-20(9-7-15-27(23,24)5)10-11-21-16-22(28)17-25(29)19(21)2/h10-11,18,22-25,28-30H,2,6-9,12-17H2,1,3-5H3/b20-10+,21-11-/t18-,22-,23-,24+,25-,27-/m1/s1",Active,"(5Z,7E)-(1R,3R)-9,10-seco-5,7,10(19)-cholestatriene-1,3,25-triol",,416.329046,C27H44O3,VVD0293,7850829,5283741,,
LMST03020267,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=7850830,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020267,LMST03020267,"1beta,25-dihydroxy-3-epivitamin D3 / 1beta,25-dihydroxy-3-epicholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,GMRQFYUYWCNGIN-NNWVEHAGSA-N,"InChI=1S/C27H44O3/c1-18(8-6-14-26(3,4)30)23-12-13-24-20(9-7-15-27(23,24)5)10-11-21-16-22(28)17-25(29)19(21)2/h10-11,18,22-25,28-30H,2,6-9,12-17H2,1,3-5H3/b20-10+,21-11-/t18-,22+,23-,24+,25-,27-/m1/s1",Active,"(5Z,7E)-(1R,3S)-9,10-seco-5,7,10(19)-cholestatriene-1,3,25-triol",,416.329046,C27H44O3,VVD0294,7850830,5283742,,
LMST03020268,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=7850831,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020268,LMST03020268,"18,25-dihydroxyvitamin D3 / 18,25-dihydroxycholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,COFOYMWNXADSQE-COWNQDMFSA-N,"InChI=1S/C27H44O3/c1-19-9-12-23(29)17-22(19)11-10-21-8-6-16-27(18-28)24(13-14-25(21)27)20(2)7-5-15-26(3,4)30/h10-11,20,23-25,28-30H,1,5-9,12-18H2,2-4H3/b21-10+,22-11-/t20-,23+,24-,25+,27+/m1/s1",Active,"(5Z,7E)-(3S)-9,10-seco-5,7,10(19)-cholestatriene-3,18,25-triol",,416.329046,C27H44O3,VVD0295,7850831,5283743,,
LMST03020269,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=7850832,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020269,LMST03020269,"(22R)-22,25-dihydroxyvitamin D3 / (22R)-22,25-dihydroxycholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,CJLCEMXSNQNVPU-FKEYCNNUSA-N,"InChI=1S/C27H44O3/c1-18-8-11-22(28)17-21(18)10-9-20-7-6-15-27(5)23(12-13-24(20)27)19(2)25(29)14-16-26(3,4)30/h9-10,19,22-25,28-30H,1,6-8,11-17H2,2-5H3/b20-9+,21-10-/t19-,22-,23+,24-,25+,27+/m0/s1",Active,"(5Z,7E)-(3S,22R)-9,10-seco-5,7,10(19)-cholestatriene-3,22,25-triol",,416.329046,C27H44O3,VVD0296,7850832,5283744,,
LMST03020270,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=7850833,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020270,LMST03020270,"(22S)-22,25-dihydroxyvitamin D3 / (22S)-22,25-dihydroxycholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,CJLCEMXSNQNVPU-DJALMNHZSA-N,"InChI=1S/C27H44O3/c1-18-8-11-22(28)17-21(18)10-9-20-7-6-15-27(5)23(12-13-24(20)27)19(2)25(29)14-16-26(3,4)30/h9-10,19,22-25,28-30H,1,6-8,11-17H2,2-5H3/b20-9+,21-10-/t19-,22-,23+,24-,25-,27+/m0/s1",Active,"(5Z,7E)-(3S,22S)-9,10-seco-5,7,10(19)-cholestatriene-3,22,25-triol",,416.329046,C27H44O3,VVD0297,7850833,5283745,,
LMST03020271,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=7850834,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020271,LMST03020271,"(23R)-23,25-dihydroxyvitamin D3 / (23R)-23,25-dihydroxycholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,JVBPQHSRTHJMLM-WORHRCAZSA-N,"InChI=1S/C27H44O3/c1-18-8-11-22(28)16-21(18)10-9-20-7-6-14-27(5)24(12-13-25(20)27)19(2)15-23(29)17-26(3,4)30/h9-10,19,22-25,28-30H,1,6-8,11-17H2,2-5H3/b20-9+,21-10-/t19-,22+,23-,24-,25+,27-/m1/s1",Active,"(5Z,7E)-(3S,23R)-9,10-seco-5,7,10(19)-cholestatriene-3,23,25-triol",,416.329046,C27H44O3,VVD0298,7850834,5283746,,
LMST03020272,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=7850835,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020272,LMST03020272,"(23S)-23,25-dihydroxyvitamin D3 / (23S)-23,25-dihydroxycholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],47214,JVBPQHSRTHJMLM-WTHMTOCBSA-N,"InChI=1S/C27H44O3/c1-18-8-11-22(28)16-21(18)10-9-20-7-6-14-27(5)24(12-13-25(20)27)19(2)15-23(29)17-26(3,4)30/h9-10,19,22-25,28-30H,1,6-8,11-17H2,2-5H3/b20-9+,21-10-/t19-,22+,23+,24-,25+,27-/m1/s1",Active,"(5Z,7E)-(3S,23S)-9,10-seco-5,7,10(19)-cholestatriene-3,23,25-triol",,416.329046,C27H44O3,VVD0299,7850835,5283747,,
LMST03020273,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=7850836,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020273,LMST03020273,"(24R)-24,25-dihydroxyvitamin D3 / (24R)-24,25-dihydroxycholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],28818,FCKJYANJHNLEEP-XRWYNYHCSA-N,"InChI=1S/C27H44O3/c1-18-8-12-22(28)17-21(18)11-10-20-7-6-16-27(5)23(13-14-24(20)27)19(2)9-15-25(29)26(3,4)30/h10-11,19,22-25,28-30H,1,6-9,12-17H2,2-5H3/b20-10+,21-11-/t19-,22+,23-,24+,25-,27-/m1/s1",Active,"(5Z,7E)-(3S,24R)-9,10-seco-5,7,10(19)-cholestatriene-3,24,25-triol",,416.329046,C27H44O3,VVD0300,7850836,5283748,,
LMST03020274,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=7850837,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020274,LMST03020274,"(24S)-24,25-dihydroxyvitamin D3 / (24S)-24,25-dihydroxycholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,FCKJYANJHNLEEP-WQUHCOROSA-N,"InChI=1S/C27H44O3/c1-18-8-12-22(28)17-21(18)11-10-20-7-6-16-27(5)23(13-14-24(20)27)19(2)9-15-25(29)26(3,4)30/h10-11,19,22-25,28-30H,1,6-9,12-17H2,2-5H3/b20-10+,21-11-/t19-,22+,23-,24+,25+,27-/m1/s1",Active,"(5Z,7E)-(3S,24S)-9,10-seco-5,7,10(19)-cholestatriene-3,24,25-triol",,416.329046,C27H44O3,VVD0301,7850837,5283749,,
LMST03020275,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=14715201,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020275,LMST03020275,"(25R)-25,26-dihydroxyvitamin D3 / (25R)-25,26-dihydroxycholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,QOWCBCXATJITSI-IBLPRGGXSA-N,"InChI=1S/C27H44O3/c1-19-9-12-23(29)17-22(19)11-10-21-8-6-16-27(4)24(13-14-25(21)27)20(2)7-5-15-26(3,30)18-28/h10-11,20,23-25,28-30H,1,5-9,12-18H2,2-4H3/b21-10+,22-11-/t20-,23+,24-,25+,26-,27-/m1/s1",Active,"(5Z,7E)-(3S,25R)-9,10-seco-5,7,10(19)-cholestatriene-3,25,26-triol",,416.329046,C27H44O3,VVD0302,14715201,9547439,,
LMST03020276,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=7850838,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020276,LMST03020276,"(25S)-25,26-dihydroxyvitamin D3 / (25S)-25,26-dihydroxycholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,QOWCBCXATJITSI-DEORFHHGSA-N,"InChI=1S/C27H44O3/c1-19-9-12-23(29)17-22(19)11-10-21-8-6-16-27(4)24(13-14-25(21)27)20(2)7-5-15-26(3,30)18-28/h10-11,20,23-25,28-30H,1,5-9,12-18H2,2-4H3/b21-10+,22-11-/t20-,23+,24-,25+,26+,27-/m1/s1",Active,"(5Z,7E)-(3S,25S)-9,10-seco-5,7,10(19)-cholestatriene-3,25,26-triol",,416.329046,C27H44O3,VVD0303,7850838,5283750,,
LMST03020277,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=14715202,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020277,LMST03020277,"(6R)-6,19-epidioxy-1alpha-hydroxy-6,19-dihydrovitamin D3 / (6R)-6,19-epidioxy-1alpha-hydroxy-6,19-dihydrocholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,JHRNDQFGELFISF-YHQHOCHFSA-N,"InChI=1S/C27H44O4/c1-17(2)7-5-8-18(3)23-10-11-24-19(9-6-12-27(23,24)4)13-26-21-14-20(28)15-25(29)22(21)16-30-31-26/h13,17-18,20,23-26,28-29H,5-12,14-16H2,1-4H3/b19-13+/t18-,20-,23-,24+,25+,26-,27-/m1/s1",Active,"(7E)-(1S,3R,6R)-6,19-epidioxy-9,10-seco-5(10),7-cholestadiene-1,3-diol",,432.323961,C27H44O4,VVD0304,14715202,9547440,,
LMST03020278,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=14715203,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020278,LMST03020278,"(6S)-6,19-epidioxy-1alpha-hydroxy-6,19-dihydrovitamin D3 / (6S)-6,19-epidioxy-1alpha-hydroxy-6,19-dihydrocholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,JHRNDQFGELFISF-OXOMXKFUSA-N,"InChI=1S/C27H44O4/c1-17(2)7-5-8-18(3)23-10-11-24-19(9-6-12-27(23,24)4)13-26-21-14-20(28)15-25(29)22(21)16-30-31-26/h13,17-18,20,23-26,28-29H,5-12,14-16H2,1-4H3/b19-13+/t18-,20-,23-,24+,25+,26+,27-/m1/s1",Active,"(7E)-(1S,3R,6S)-6,19-epidioxy-9,10-seco-5(10),7-cholestadiene-1,3-diol",,432.323961,C27H44O4,VVD0305,14715203,9547441,,
LMST03020279,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=14715204,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020279,LMST03020279,"(6R)-25-hydroxyvitamin D3 6,19-sulfur dioxide adduct / (6R)-25-hydroxycholecalciferol 6,19-sulfur dioxide adduct",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,MUPXZOBTFTXPRP-WAEAIGQRSA-N,"InChI=1S/C27H44O4S/c1-18(7-5-13-26(2,3)29)23-11-12-24-19(8-6-14-27(23,24)4)15-25-22-16-21(28)10-9-20(22)17-32(25,30)31/h15,18,21,23-25,28-29H,5-14,16-17H2,1-4H3/b19-15+/t18-,21+,23-,24+,25-,27-/m1/s1",Active,"(7E)-(3S,6R)-6,19-epithio-9,10-seco-5(10),7-cholestadiene-3,25-diol S,S-dioxide",,464.296033,C27H44O4S,VVD0306,14715204,9547442,,
LMST03020280,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=14715205,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020280,LMST03020280,"(6S)-25-hydroxyvitamin D3 6,19-sulfur dioxide adduct / (6S)-25-hydroxycholecalciferol 6,19-sulfur dioxide adduct",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,MUPXZOBTFTXPRP-XTDVUYCWSA-N,"InChI=1S/C27H44O4S/c1-18(7-5-13-26(2,3)29)23-11-12-24-19(8-6-14-27(23,24)4)15-25-22-16-21(28)10-9-20(22)17-32(25,30)31/h15,18,21,23-25,28-29H,5-14,16-17H2,1-4H3/b19-15+/t18-,21+,23-,24+,25+,27-/m1/s1",Active,"(7E)-(3S,6S)-6,19-epithio-9,10-seco-5(10),7-cholestadiene-3,25-diol S,S-dioxide",,464.296033,C27H44O4S,VVD0307,14715205,9547443,,
LMST03020281,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=14715206,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020281,LMST03020281,"(6R)-6,19-epidioxy-25-hydroxy-6,19-dihydrovitamin D3 / (6R)-6,19-epidioxy-25-hydroxy-6,19-dihydrocholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,UDKXRKKPBOEFRD-WAEAIGQRSA-N,"InChI=1S/C27H44O4/c1-18(7-5-13-26(2,3)29)23-11-12-24-19(8-6-14-27(23,24)4)15-25-22-16-21(28)10-9-20(22)17-30-31-25/h15,18,21,23-25,28-29H,5-14,16-17H2,1-4H3/b19-15+/t18-,21+,23-,24+,25-,27-/m1/s1",Active,"(7E)-(3S,6R)-6,19-epidioxy-9,10-seco-5(10),7-cholestadiene-3,25-diol",,432.323961,C27H44O4,VVD0308,14715206,9547444,,
LMST03020282,http://pubchem.ncbi.nlm.nih.gov/summary/summary.cgi?sid=14715207,http://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMST03020282,LMST03020282,"(6S)-6,19-epidioxy-25-hydroxy-6,19-dihydrovitamin D3 / (6S)-6,19-epidioxy-25-hydroxy-6,19-dihydrocholecalciferol",Sterol Lipids [ST],Secosteroids [ST03],Vitamin D3 and derivatives [ST0302],,UDKXRKKPBOEFRD-XTDVUYCWSA-N,"InChI=1S/C27H44O4/c1-18(7-5-13-26(2,3)29)23-11-12-24-19(8-6-14-27(23,24)4)15-25-22-16-21(28)10-9-20(22)17-30-31-25/h15,18,21,23-25,28-29H,5-14,16-17H2,1-4H3/b19-15+/t18-,21+,23-,24+,25+,27-/m1/s1",Active,"(7E)-(3S,6S)-6,19-epidioxy-9,10-seco-5(10),7-cholestadiene-3,25-diol",,432.323961,C27H44O4,VVD0309,14715207,9547445,,
